TimesSquare,NYSE,State,County,City_x,Name,RegionID,geometry,City_y,CountyName,2017-12,x,y,forG
36 min,48 min,NY,Queens,New York,Rego Park,6719,"POLYGON ((-73.85629999999999 40.72303000000012, -73.85653523657909 40.72266280143754, -73.85670999999998 40.7223900000001, -73.85693633559549 40.72202220465748, -73.85711000000003 40.72174000000015, -73.85727999999999 40.72147999999995, -73.85737999999999 40.72176999999996, -73.85863999999998 40.72146000000007, -73.85797384474324 40.71616322592845, -73.85788731911659 40.71543387113092, -73.85776209976667 40.71443211633127, -73.85763688041666 40.71249121640676, -73.85713600301676 40.70911029395756, -73.85701078366675 40.70773288110782, -73.85807514814162 40.70767027143287, -73.85929813035774 40.7074350825453, -73.85938198816218 40.7082736605868, -73.8594763300634 40.70912273770084, -73.85954708648963 40.7095944472082, -73.85961784291568 40.71023125504382, -73.85971218481752 40.71075013550207, -73.85975935576805 40.71115108858347, -73.85975935576805 40.71157562714049, -73.85973577029279 40.71244828972961, -73.85968859934191 40.71306151208962, -73.85967654247592 40.71330264941075, -73.85965345853521 40.71331218048837, -73.85940515048082 40.71339967426592, -73.85951986122252 40.71418009314726, -73.86522000256475 40.71969997438185, -73.8690595392584 40.72406434551905, -73.86998003312682 40.72559997115885, -73.87001110555785 40.72571475905004, -73.87097873916309 40.72776731518239, -73.87140028188524 40.72904755604203, -73.87160324689954 40.73024973343468, -73.87160324689954 40.73087424117087, -73.87157202151282 40.73117088234579, -73.87135301898107 40.73171838867513, -73.87108916976287 40.73180213444918, -73.87077875109414 40.7318993750285, -73.86971772603894 40.73223174772835, -73.86704004636647 40.73325008919426, -73.86452914277643 40.73405988821516, -73.86437550245411 40.73410943921456, -73.86193520479594 40.73466816634969, -73.85874346853781 40.73558973281727, -73.85636765415764 40.73630112627821, -73.8541531492494 40.73677727695355, -73.85404418393564 40.73652573186088, -73.85393702243518 40.73630228181575, -73.85437623209741 40.7361773230517, -73.85615999999995 40.73564999999999, -73.8559581837509 40.73524636750189, -73.85581999999998 40.73497000000003, -73.85561146984496 40.73457677170779, -73.85546999999997 40.73430999999996, -73.8552802055503 40.73393041110062, -73.85514000000002 40.73365000000006, -73.85493585021636 40.73322071648093, -73.85473999999996 40.73284999999995, -73.85419999999988 40.73301999999998, -73.85406195001848 40.73271322226326, -73.85393000000001 40.73242000000008, -73.85373116357357 40.73200368623226, -73.85360999999999 40.73175000000006, -73.85342479764982 40.73136837091493, -73.85328020831679 40.73107042925905, -73.85327999999996 40.73107000000011, -73.85309967458234 40.7307351254347, -73.85292000000001 40.73041000000003, -73.85271950823255 40.73006705355564, -73.85253999999992 40.72976000000008, -73.85237461491492 40.72949048356513, -73.85226999999996 40.72932000000009, -73.85214999999998 40.7291, -73.85194081370396 40.72878651128235, -73.85172999999996 40.72847800000005, -73.85169290007275 40.72828060101809, -73.85169535941702 40.7281113739921, -73.85170551165244 40.72797574872943, -73.85173741185109 40.72783538785504, -73.85181000000001 40.72766000000005, -73.85241447741214 40.72749942122417, -73.85305068485842 40.72731539260587, -73.85339381082544 40.72720047566982, -73.8536459526492 40.72704553551311, -73.85379999999999 40.72692000000011, -73.85398013565118 40.72669282365339, -73.85410072881358 40.72650848233341, -73.85410368758734 40.72649881040775, -73.85505001502251 40.72500057626442, -73.85563380350735 40.72407429473898, -73.85629999999999 40.72303000000012))",New York,Queens County,1695.0,-73.86149262806855,40.726023100096064,"40.726023100096064,-73.86149262806855"
52 min,49 min,NY,Queens,New York,Maspeth,5837,"POLYGON ((-73.8881191182047 40.73555656190326, -73.88779984701929 40.73450752715086, -73.887298134942 40.73309361111523, -73.8868876430607 40.73204457686314, -73.88636466091387 40.73068869685265, -73.88597543910221 40.72907991399763, -73.88576964167129 40.72811952482642, -73.88570177801472 40.72780282875581, -73.88529128613344 40.72679940410151, -73.88501762504588 40.72529426786986, -73.88492640484985 40.72406279222591, -73.88492640484985 40.72278570698399, -73.88496033504974 40.72233330181973, -73.8853323292014 40.7221633778634, -73.88694810914734 40.72140594517652, -73.88924040679122 40.72035041613191, -73.89042318024745 40.71980025088735, -73.8916944150472 40.71919830105043, -73.89262269882131 40.71875402123688, -73.89370946522796 40.71821523095107, -73.89402917697383 40.71861603002117, -73.89404780399572 40.71863938120892, -73.89429103509924 40.71852712093033, -73.89451953486804 40.71836390695253, -73.89425839220365 40.71793955080995, -73.89373610787436 40.71738462308502, -73.89305060906713 40.71630741103089, -73.89272418111135 40.71637269682206, -73.89256096713355 40.71663383898667, -73.89250440808064 40.71670453792777, -73.89250935023036 40.71671073382916, -73.89226718207318 40.71702555223357, -73.89190811122182 40.71738462308502, -73.89138582689252 40.71771105104098, -73.89115732712337 40.71780897922761, -73.89128789820576 40.71800483610117, -73.89076561387655 40.71833126405686, -73.89040654302511 40.71823333587005, -73.89022035583109 40.71831964792693, -73.88983000092935 40.71789410803952, -73.88937678414463 40.71740345975538, -73.88912511484544 40.71713348683474, -73.88874915375226 40.71672500102601, -73.88832559175283 40.71626489479041, -73.88806780402166 40.71597136492652, -73.88783731296263 40.71567091218295, -73.88761890791488 40.71539173285725, -73.88744720204697 40.71518599497985, -73.88766454879645 40.71464262885637, -73.88799097675223 40.71405505823595, -73.88812154783453 40.71346748811539, -73.88772983408766 40.71340220282444, -73.88730547794501 40.71304313197299, -73.88704433578049 40.71265141822586, -73.8864368407518 40.71232005775578, -73.8863912879811 40.71220036408551, -73.88694669023613 40.71221828016906, -73.88779560090056 40.71224322911046, -73.88896462807162 40.71226697201934, -73.88897349802342 40.71227809179715, -73.89065287800561 40.71232754515101, -73.89327106576722 40.71241041497899, -73.89458873120931 40.71248130707119, -73.89552075310115 40.71251025601452, -73.89676846418058 40.71253728207289, -73.89745422494325 40.71256049075693, -73.89857616080506 40.71260095704787, -73.89995169176736 40.71266343077423, -73.90113590684118 40.71271886920115, -73.90251112724052 40.71276722286694, -73.90562992819889 40.71288058503832, -73.90850223188738 40.71304076424315, -73.91156040409459 40.71322970324822, -73.91463964996967 40.71343992414793, -73.9151568349756 40.7130018168565, -73.91961124895408 40.71334463198763, -73.92210863851732 40.71291025694059, -73.92211599999976 40.7129280000005, -73.92290899999983 40.71345100000043, -73.92348299999962 40.71380500000032, -73.92389485411061 40.71405852118072, -73.92391999999981 40.71407400000037, -73.92392398248739 40.7140875091261, -73.92392887199983 40.71410409500029, -73.92394091597659 40.7141043609654, -73.92398987180549 40.71410544198965, -73.92401527950837 40.71423904340261, -73.92429383599992 40.71474354700008, -73.92441446599987 40.71517781600004, -73.92426970999979 40.71549145500015, -73.92385956599988 40.71573271600013, -73.92347354899991 40.71587747200011, -73.92313578399994 40.7160704810001, -73.92284627099978 40.71623936300012, -73.92274976699989 40.71655300200014, -73.92313578399994 40.71727678400016, -73.92422145699989 40.71833833100015, -73.92431796199988 40.71886910500019, -73.92429383599992 40.71954463400004, -73.92436621399987 40.72024429000002, -73.92487286099987 40.7208474420001, -73.92533125699987 40.72118520700016, -73.92581377799992 40.72210199800008, -73.92594475299983 40.72288432500006, -73.92566817499977 40.72337466200022, -73.92546388599975 40.72376508200019, -73.92605628599982 40.72414257100007, -73.9261000579998 40.72417230900005, -73.92667105699979 40.72458530900047, -73.92671006099991 40.72461356100014, -73.92796099799995 40.72644469000004, -73.9286365279998 40.72731322900005, -73.92918671299994 40.72777877000011, -73.92884230699985 40.72803615700018, -73.92860120899989 40.7283047710002, -73.92830083799991 40.72856107100009, -73.92800830599987 40.72886367900008, -73.92754765199994 40.72934766900016, -73.92722908199987 40.72974265600006, -73.92685335099986 40.73026960400014, -73.92637133799987 40.73098777000006, -73.92601371099994 40.73153221100007, -73.92562157099991 40.73212738100011, -73.92518602099993 40.73297646600011, -73.92471674299992 40.73338801700014, -73.92423243099991 40.73380380400017, -73.92385781499991 40.73407392000014, -73.92334061499993 40.73432501700005, -73.92312221899988 40.73439575800013, -73.9214221319999 40.73485510500003, -73.91940788899979 40.73513000000013, -73.91825048499994 40.73525139400004, -73.91755999999992 40.73537000000009, -73.91753195216103 40.73543831614172, -73.91704186422679 40.73545101697189, -73.91599420286023 40.73558477286935, -73.91558021675564 40.73551033690485, -73.91267769897894 40.73588107320553, -73.90949526083908 40.73630150291365, -73.90714306911812 40.73671897696062, -73.90597920716731 40.7371680768237, -73.9048330747609 40.73778364379674, -73.90394410390779 40.7381653300866, -73.90295776983169 40.73853251494992, -73.90190580393046 40.73879838802583, -73.90042316381374 40.73967789095747, -73.89949693579821 40.74039088700136, -73.89891513693765 40.74086562192385, -73.89885635219356 40.74091358884282, -73.89792974691865 40.74167420276524, -73.89702013907014 40.74225988086841, -73.89613650005218 40.74316458312303, -73.89538397202136 40.74362032607592, -73.89512768875555 40.74414650985442, -73.89471176514924 40.74461422819679, -73.89461999999989 40.74514903524442, -73.89482246885437 40.74584366575761, -73.89483228004978 40.74586713492618, -73.8943698798728 40.74593274583702, -73.89394420092745 40.74549656609527, -73.89285165782746 40.74369993979758, -73.89178339309639 40.74202470684433, -73.89088507994755 40.74064081881758, -73.89008388177423 40.73923265192196, -73.8890641747809 40.7374117467554, -73.88821441886984 40.7357122349331, -73.8882004538725 40.73559353220688, -73.8881191182047 40.73555656190326))",New York,Queens County,1875.0,-73.90522500572305,40.72585606927564,"40.72585606927564,-73.90522500572305"
1 h 4 min,48 min,NY,Kings,New York,Fort Hamilton,8731,"POLYGON ((-74.02362999999993 40.61995000000007, -74.02325677349653 40.61972152813482, -74.02207864386037 40.61900167677265, -74.02122999999985 40.61847000000018, -74.02212464223135 40.61622402789073, -74.02307469716136 40.61391822908835, -74.0241317420672 40.61134222214264, -74.02479999999991 40.60969000000025, -74.02456694000364 40.60962105809296, -74.02348738999673 40.60896714795199, -74.02286340510879 40.60862337220083, -74.02239672822695 40.60834764013947, -74.02162882692245 40.60786042791726, -74.02109294583823 40.60755049277002, -74.02061771913758 40.60731189795927, -74.02016581108988 40.60715816401476, -74.01962375513367 40.6070260260795, -74.01904707390609 40.60690777393596, -74.0186256140438 40.60671669879696, -74.01843863600915 40.60659820075678, -74.01820921726691 40.60642897109254, -74.0181066039998 40.60635495300009, -74.01801650699988 40.60619494100017, -74.01794191499994 40.60602167900004, -74.01790657899994 40.60588818900001, -74.01787571799987 40.60573121200008, -74.01792082299987 40.60558301000007, -74.0179692119998 40.60538854700006, -74.01803523499984 40.60524252600015, -74.01841814699991 40.60423957000012, -74.01894887599985 40.60258104400003, -74.01922318999989 40.60172381100006, -74.01930033399979 40.60174510900005, -74.01937578199964 40.6017695670003, -74.01944878099982 40.6018005770002, -74.01951876399993 40.60183789900009, -74.01958518599974 40.60188124100012, -74.01986802799978 40.60208412800012, -74.01999146699978 40.60217259200016, -74.02044849899994 40.60240348900017, -74.02091527999974 40.60256126200017, -74.02131641599981 40.60265243000043, -74.02352840399986 40.60295763300019, -74.0250142779997 40.60315070700018, -74.02654259099995 40.6033367620002, -74.02771753499972 40.60349026000011, -74.02835235699976 40.60357323700014, -74.02906122099988 40.60366556800005, -74.02966127799979 40.60373698000046, -74.02971116599984 40.60374434100009, -74.02981655999986 40.60376955500004, -74.03029355999971 40.60391455400005, -74.03040558899983 40.60395694700009, -74.03108658899987 40.60426794700007, -74.03111126099986 40.60427967000006, -74.03152226099985 40.60448267000016, -74.03163558099982 40.60454936200017, -74.03199558199975 40.60479836200017, -74.03206543199985 40.60485191100025, -74.03218478999969 40.60495304600018, -74.03233171699968 40.60500363300019, -74.03236158599984 40.60501391400006, -74.03250732499973 40.60508230300012, -74.03261098999978 40.60514344200012, -74.03267021999989 40.60518159200008, -74.03297121999992 40.60539259200013, -74.03302554699971 40.60543383400017, -74.03395154699977 40.60619383400034, -74.03397084099986 40.60621012800009, -74.03433653099982 40.606527859, -74.03456222099985 40.60672358900003, -74.03461733799979 40.60677561800016, -74.03487633899964 40.60704161800015, -74.03492665799989 40.60709783500027, -74.03507465899979 40.60727783500006, -74.0351522169999 40.60738806400021, -74.0352292169997 40.60751706400005, -74.03524767899989 40.60754950600007, -74.03533167899974 40.60770450600028, -74.03534537799963 40.60773081100006, -74.03540681199974 40.60785212800006, -74.03551003899985 40.60794981200015, -74.03554960099983 40.60798626900006, -74.03563087599971 40.60802877200029, -74.03570750399966 40.60806153300007, -74.03578038999983 40.60808582800004, -74.03581177199985 40.60809693800007, -74.0359077719998 40.6081329380002, -74.03597492499976 40.60816127500015, -74.03607692499985 40.60820927400012, -74.03619521899978 40.60827793900003, -74.03626407099988 40.6083068500002, -74.03633026199985 40.60834142200004, -74.03639332699991 40.60838141400051, -74.03645282299986 40.60842654300007, -74.03650833199984 40.60847649400003, -74.03655946599972 40.60853091700018, -74.03660586599983 40.60858942800014, -74.03671091799973 40.60873424000004, -74.03675392099973 40.60878192700017, -74.0367955369998 40.60883550400007, -74.03681728599973 40.60886579600009, -74.03685082799976 40.60891024000039, -74.03690859499983 40.60899677200009, -74.03693721499971 40.60904555500013, -74.03694636723549 40.60906526014787, -74.0370070389998 40.60919588900031, -74.03729314199994 40.61001462400011, -74.03740331099982 40.61029403800013, -74.03753175999969 40.61052656300046, -74.03759180399969 40.6106006600001, -74.03818762599961 40.61119092200027, -74.03923686399992 40.61215321600013, -74.03926491899975 40.61218008500031, -74.03942891799964 40.6123440850002, -74.03949199299971 40.61241414800005, -74.04015499299986 40.61323314800013, -74.04021915699974 40.6133232160003, -74.04096915799981 40.61452621600019, -74.04099084099983 40.61456290500029, -74.04111784099976 40.61478990400015, -74.04116222899988 40.61488092200005, -74.04119622999985 40.61496192200035, -74.04124011899975 40.61509449300004, -74.04137611899972 40.61564549300016, -74.04138792099991 40.61570070500011, -74.04153229899985 40.61649774800042, -74.04173659999979 40.61750850400003, -74.04182733299967 40.61789266700011, -74.04218642299981 40.61941905200019, -74.04219759599992 40.61947424200014, -74.04222680699976 40.61964602900005, -74.04233509099976 40.61987362100023, -74.04238314799983 40.61999746500017, -74.04245914799981 40.62024646600008, -74.04247890399975 40.62032290100046, -74.04250107899972 40.62047973100011, -74.04250507899961 40.62055573100036, -74.04250597099968 40.62062811000004, -74.04249627799986 40.62097515500007, -74.04249447299981 40.62148331900001, -74.04251800899979 40.62173311800034, -74.04254319599974 40.62187704300026, -74.04260354899985 40.62214630700016, -74.04262258999984 40.62227295700051, -74.04263258999968 40.62240095700009, -74.04263532199991 40.62247100000047, -74.04262894899965 40.62257786700016, -74.04259342599981 40.62287468900021, -74.04260746899973 40.62311751600031, -74.04270434399984 40.62347699400004, -74.04272861599972 40.6236013800002, -74.04277061599973 40.62394338000008, -74.04277731699993 40.62405590100024, -74.04277631699993 40.62436590100031, -74.0427724559998 40.62444629800012, -74.04275245599983 40.62466129800015, -74.0427383409999 40.62475693300016, -74.04264434199976 40.6252199330001, -74.04262689999983 40.6252909140002, -74.04256877399982 40.62549184400012, -74.0425653219998 40.62552657700007, -74.0425653219998 40.62572400000033, -74.04256468099993 40.62574175100011, -74.04166599999991 40.62572400000015, -74.04166599999991 40.62571888300017, -74.04070999999995 40.62570000000012, -74.04048901699987 40.62567669100005, -74.03993607399985 40.62555294000003, -74.03951203199995 40.62545036200007, -74.03812516199986 40.62510845500011, -74.03669748199987 40.62478971700003, -74.03475244799995 40.62434524000011, -74.0323633519999 40.62376140800012, -74.02993268399977 40.62318747900015, -74.02834999999992 40.62279000000004, -74.02709010399987 40.62202589400005, -74.0262199999999 40.62152000000012, -74.02536999999991 40.6210100000002, -74.0244399999998 40.62045000000005, -74.02362999999993 40.61995000000007))",New York,Kings County,1437.5,-74.03114857292104,40.614289091540755,"40.61428909154075,-74.03114857292105"
1 h 3 min,1 h 5 min,NY,Queens,New York,Jamaica,25294,"POLYGON ((-73.77147645488819 40.71185413791184, -73.77088872725763 40.71080241677144, -73.77085953745087 40.71077010797775, -73.7709846974083 40.71067679899038, -73.77118987284743 40.71055882311268, -73.77150771043372 40.71043034213226, -73.77194631160839 40.71030584507363, -73.77213682198466 40.71025329048709, -73.77253807882654 40.71014054890666, -73.77298441443999 40.71001302444589, -73.77344332561093 40.7098823506788, -73.77385262877287 40.70976607137136, -73.77429217014328 40.70964469569164, -73.77475331152959 40.70952034295837, -73.77520598502544 40.70938724910323, -73.77579607430421 40.70921484460038, -73.77639154093187 40.70905913635808, -73.7768646680252 40.70900641123186, -73.77736171942151 40.70896410898544, -73.77715293488305 40.70869965377776, -73.77661799364888 40.70739878348742, -73.7761665643696 40.70625274684957, -73.77576750577659 40.70526091225041, -73.77500011943252 40.70434704054516, -73.77640276379823 40.7016116496027, -73.78380926796679 40.69647789408023, -73.77867522825849 40.69075488747561, -73.77648708782911 40.68730420143967, -73.77290102594868 40.68489559761067, -73.77015574079846 40.68315618189929, -73.77117915457174 40.68235792542211, -73.77181732334752 40.68189596742749, -73.77256359549497 40.68139320225266, -73.77320393813059 40.68112085911227, -73.77406622773228 40.68074936713563, -73.77509587404707 40.68035804198441, -73.77603123095925 40.68005452680804, -73.77662812462646 40.67984497371263, -73.7770124650805 40.67972046905831, -73.77754550462767 40.67954007724242, -73.77817931121798 40.67919413738132, -73.77894954657899 40.67868571177108, -73.77988412568332 40.67808910873619, -73.78054996023579 40.67764118765863, -73.78133829656542 40.67707862824393, -73.78197956723808 40.67662173768717, -73.78236722717459 40.67634247453545, -73.78259141986283 40.67617873830253, -73.78294093260185 40.67592347618974, -73.78326644626738 40.67569222590478, -73.78354427292221 40.67550083420913, -73.78391086117664 40.67521710797374, -73.78422953267746 40.67489265425162, -73.78447410137245 40.67452515577678, -73.78461351922411 40.67429929885694, -73.78477407956326 40.67403919110765, -73.78513658383839 40.67344649917354, -73.78530541433642 40.67317023108584, -73.78547658361376 40.67289546621792, -73.78564887529966 40.67259224940067, -73.78581859069597 40.67216275117212, -73.78584790955308 40.67200149745739, -73.78589242719804 40.67176316192554, -73.78795697803818 40.67218890848542, -73.79117114777637 40.67289711559029, -73.80154009245382 40.67363985845972, -73.81073992748637 40.69114001943669, -73.81373670950641 40.69625736592938, -73.81559628263247 40.70034446799141, -73.81624012705825 40.70175955660036, -73.81693639926046 40.7032898771399, -73.81726920770987 40.70402137856112, -73.8166893545713 40.70406047687592, -73.81579314134962 40.70412667963866, -73.81494442211455 40.70430799308932, -73.81394169782011 40.70460897518838, -73.8129892224522 40.70488513668552, -73.81239285676345 40.70503770945798, -73.81166889964085 40.70523672510994, -73.81090169612209 40.705463734422, -73.81023737274161 40.70564976676051, -73.80938933670413 40.70589004733213, -73.80877654311492 40.70607003706547, -73.80748267928614 40.7064364644301, -73.80681511156121 40.70662490967706, -73.80602043920511 40.70685006772571, -73.80534063222791 40.70704289758934, -73.80454223823229 40.707269365117, -73.80389537040072 40.70745417988556, -73.80335915923503 40.70760711146514, -73.80279147162122 40.70776582318304, -73.80251890677977 40.70784202571586, -73.80171505540258 40.70806636952223, -73.80084025025799 40.70832221377779, -73.79997549015508 40.70857843138421, -73.79957029159576 40.70869420240116, -73.79925158646405 40.70878411278252, -73.79881591129211 40.70890750776529, -73.79808180184617 40.70912110477737, -73.79761710933867 40.70925086719844, -73.79709780804185 40.70939876717213, -73.79669162833963 40.70951067382479, -73.79619874127442 40.70964495427235, -73.79588645550891 40.70972903120914, -73.79541448290969 40.70986092715939, -73.79506663589218 40.70996235757733, -73.79454038249648 40.7101390938822, -73.79411591316257 40.71031648405133, -73.79361460651288 40.71051783315566, -73.793341353575 40.71062518252407, -73.79300985741567 40.71075323553227, -73.79300999999992 40.71071000000049, -73.79263702486942 40.71087591606644, -73.79264544143224 40.71090112840089, -73.79217962804749 40.71106802524648, -73.79139857099521 40.71134748009152, -73.79059206244371 40.71164282293752, -73.78977760864366 40.7119471467586, -73.78922543260038 40.71209339828415, -73.7888205974896 40.71209458577417, -73.78857398870812 40.71204999754533, -73.78822829589019 40.71196826990725, -73.78785268629557 40.71187853725918, -73.78754031845465 40.71185000000005, -73.78697576883532 40.71193132785898, -73.7861903556952 40.71212938856398, -73.78569735233208 40.7122476213979, -73.78491685880921 40.71243448433928, -73.78360102262732 40.71275730558014, -73.78298399503714 40.71291150124082, -73.78201320655724 40.71314833731601, -73.78124815567618 40.71333561759539, -73.78030419780067 40.71355368727708, -73.77914138935417 40.71383239572238, -73.77839545416251 40.71400146942923, -73.77755464846793 40.71419633788305, -73.77680714351177 40.71438996456494, -73.77592474576205 40.71460417746792, -73.77533214943317 40.71472322414994, -73.77420964794523 40.7150155633673, -73.77359999999994 40.71517000000003, -73.77357362115426 40.71517869162719, -73.77312638641533 40.71445957962302, -73.77297145035045 40.71422717552589, -73.77311607453029 40.7141741648163, -73.77147645488819 40.71185413791184))",New York,Queens County,1600.0,-73.79284602250549,40.69354089857893,"40.69354089857893,-73.79284602250549"
1 h 5 min,1 h 14 min,NY,Queens,New York,South Ozone Park,27182,"POLYGON ((-73.81073992748637 40.69114001943669, -73.80154009245382 40.67363985845972, -73.79117114777637 40.67289711559029, -73.78795697803818 40.67218890848542, -73.78927801824742 40.66619334705133, -73.78955660752759 40.66331583221968, -73.79159059235002 40.66431375943059, -73.79544284641243 40.66491299895144, -73.80023676257896 40.66525542153462, -73.80348977712052 40.66525542153462, -73.80742763682869 40.66474178765972, -73.80948217232864 40.66405694249292, -73.81256397557857 40.66260164651399, -73.81530335624497 40.66251604086823, -73.82814420311958 40.66371451990975, -73.82877685040933 40.66402848259688, -73.82783023385051 40.66693753399105, -73.82729907457102 40.66864463131251, -73.8267427507059 40.67045856020573, -73.82611101703493 40.67248415673171, -73.82554633139979 40.67425644856243, -73.82508320385503 40.67572248275487, -73.82469999999998 40.67706000000001, -73.8260581435775 40.67729522917588, -73.82813370866867 40.67762975293888, -73.83109000000005 40.67816000000008, -73.83140748882373 40.67878734100215, -73.83255345576772 40.68111685326275, -73.83340370508127 40.68285784607454, -73.83340384602798 40.68285778721211, -73.83378999999998 40.68365000000001, -73.83347999999991 40.68377999999993, -73.83412838083026 40.68501676166048, -73.83428163080795 40.68532121427197, -73.83362512308892 40.68550490642198, -73.8329495840802 40.68570298092865, -73.83036932580968 40.68643359419267, -73.82786362869135 40.68713820623676, -73.82534668397275 40.68786728158956, -73.82238667152809 40.68872016201655, -73.82032457833988 40.68930023447844, -73.81764611186362 40.69005984230645, -73.81568245650371 40.69061434302815, -73.81384534282253 40.69112830943199, -73.81222788430803 40.69155047015366, -73.81114082311169 40.69182459436028, -73.81073992748637 40.69114001943669))",New York,Queens County,2000.0,-73.81344228637322,40.67521498961819,"40.67521498961819,-73.81344228637322"
